IncidentId;UniqueId;Name;Location;Latitude;Longitude;AcresBurnedDisplay;PercentContainedDisplay;ExternalIncidentLink;CountiesList;UpdatedDate;StartedDate;AdminUnit;IncidentTypeDisplay;Url;IsActive
2259;2de3ab6b-60c5-4400-9bff-74c79ed7d553;Forbestown Fire;Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ;39.470333;-121.412333;58;100%;;Butte;2019-09-13 09:42:08;2019-09-06;CAL FIRE Butte Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/forbestown-fire/;N;
2268;393edada-d2bf-4a33-94f2-2d2123357015;R-6 Fire;North of Fredonyer Peak, southwest of Termo;44.734;-120.606;260;100%;;Lassen;2019-09-26 14:46:00;2019-09-06;Bureau of Land Management - Northern CA District;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/r-6-fire/;N;
2269;5c74d3fc-eaeb-4a75-9a07-5f8af961237b;Lime Fire;Ash Creek and Highway 96, Southwest of Hornbrook;41.862237;-122.662258;1,872;100%;;Siskiyou;2019-10-24 11:20:48;2019-09-07;Klamath National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/lime-fire/;N;
2270;69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7;Kidder 2 Fire;Marble Mountain Wilderness and Kidder Creek, Northwest of Etna;41.4929742;-123.2129356;227;100%;;Siskiyou;2019-10-24 11:14:22;2019-09-07;Klamath National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/kidder-2-fire/;N;
2271;b24dc89c-632d-46a1-8984-2ce037e37834;Rams Horn Fire;Highway 3 and Bear Creek Loop, Northeast of Coffee Creek;41.150392;-122.634108;280;100%;;Trinity;2019-09-26 14:45:36;2019-09-07;Shasta-Trinity National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/rams-horn-fire/;N;
2272;25e65946-2e28-453b-bcb4-617b623be750;Oak Fire;Highway 29 and Cole Creek Road, South of Kelseyville;38.955024;-122.833831;53;100%;;Lake;2019-09-08 07:45:11;2019-09-07;CAL FIRE Sonoma Lake Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/oak-fire/;N;
2273;63a43984-64ce-40aa-bbc3-98330a46353f;Swedes Fire;Swedes Flat Road and Oro Bangor Highway, east of Oroville;39.45296;-121.412619;496;100%;;Butte;2022-10-21 13:46:32;2019-09-07;CAL FIRE Butte County Fire ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/swedes-fire/;N;
2274;efba4d61-2027-4b05-8506-04d9858154ca;Duzel Fire;Near Duzel Rock Lookout, northeast of Etna;41.512917;-122.740333;15;100%;;Siskiyou;2019-09-11 14:26:56;2019-09-07;CAL FIRE Siskiyou unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/duzel-fire/;N;
2275;a14c1f49-8e49-4709-a21b-6c06471a1002;Sycamore Fire;Kangaroo Court and River Ridge Drive, Riverside ;33.9369;-117.3063;250;100%;;Riverside;2019-09-26 14:45:22;2019-09-07;Riverside City Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/9/7/sycamore-fire/;N;
2276;4cebaf5a-70a7-4262-864b-fb3fe3b1d84d;McMurray Fire;McMurray Rd and Hwy 101, north of Buellton;34.630919;-120.187368;200;100%;;Santa Barbara;2019-09-14 08:47:56;2019-09-09;Santa Barbara County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/9/9/mcmurray-fire/;N;
2277;5a4639e4-0d1d-4cee-8215-0aa1d53a5160;Bailey Fire;Bailey Road and Terwilliger Road in Anza;33.496633;-116.631106;10;100%;;Riverside;2019-09-10 10:46:34;2019-09-10;CAL FIRE/Riverside County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/9/10/bailey-fire/;N;
2286;8f6c8f60-1daf-4c04-8507-dcc81656b8c5;Stuhr Fire ;Off SB Interstate 5 and West Stuhr Road, South of Patterson City ;37.32585;-121.110146;190;100%;;Stanislaus;2019-09-11 19:05:16;2019-09-11;CAL FIRE Santa Clara Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/11/stuhr-fire/;N;
2287;b277af3b-3785-44c1-bdfb-c5a5ba766d2b;Redwood Fire;Mead Valley ;33.854597;-117.270144;34;100%;;Riverside;2019-09-12 20:31:35;2019-09-12;CAL FIRE Riverside Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/12/redwood-fire/;N;
2288;a8b79d35-dab7-4513-ac65-25fd99541662;Bridge Fire;Knights Ferry;37.492002;-120.401028;11;100%;;Stanislaus;2019-09-13 21:47:39;2019-09-13;CAL FIRE TCU (Tuolumne-Calaveras Unit);Wildfire;https://www.fire.ca.gov/incidents/2019/9/13/bridge-fire/;N;
2289;c9327432-b3d3-4ea1-b810-d339dc9e25c3;Horseshoe Fire ;Horseshoe Trail and Stagecoach Road, Juniper Flats;33.4853;-117.043723;503;100%;;Riverside;2022-10-21 13:53:51;2019-09-14;CAL FIRE RRU (Riverside County Fire);Wildfire;https://www.fire.ca.gov/incidents/2019/9/14/horseshoe-fire/;N;
2290;8b4a5b95-3f51-4038-a7ea-b5ed3c73c2e5;Bar Fire;Southwest of Bald Mountain and Klamath Bar, Klamath National Forest;41.749667;-123.000833;91;100%;;Siskiyou;2019-10-02 16:04:17;2019-09-15;Klamath National Forest ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/15/bar-fire/;N;
2291;980c4c7d-dcc9-45b3-b5c1-181c1cd445e9;Bautista Fire;Bautista Road and Tripp Flats, West of Lake Hemet;33.635;-116.801111;167;100%;;Riverside;2019-10-24 11:05:12;2019-09-15;San Bernardino National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/15/bautista-fire/;N;
2292;ebc468e3-c2ec-43ff-95e9-c319a7ec3d40;Baseline Fire ;Baseline Road and Country Acres Lane, north of Rio Linda ;38.751648;-121.432636;640;100%;;Placer;2022-10-21 13:54:28;2019-09-20;CAL FIRE Nevada-Yuba-Placer Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/20/baseline-fire/;N;
2293;3934f762-ba99-471a-b1d9-dc064276c383;Reservoir Fire;Calaveras Rd and Felter Road, 5 miles northeast of Milpitas;37.467744;-121.842751;128;100%;;Santa Clara;2019-09-24 18:28:45;2019-09-21;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/21/reservoir-fire/;N;
2298;840010ca-aef0-4f91-b771-3bf196317d03;Lopez Fire;Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo;35.214364;-120.455883;220;100%;;San Luis Obispo;2019-10-24 11:23:10;2019-09-21;Los Padres National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/21/lopez-fire/;N;
2299;7b283f4f-c613-4840-aa90-1f6e9fa1573a;Kennedy Fire;Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris;33.900994;-117.170588;98;100%;;Riverside;2019-09-22 18:36:33;2019-09-21;CAL FIRE / Riverside County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/9/21/kennedy-fire/;N;
2300;9fc12331-47f4-4d79-bffe-914f13658993;Lynette Fire;By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.;38.20177;-120.827386;67;100%;;Calaveras;2019-09-22 18:37:28;2019-09-22;Tuolumne-Calaveras Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/22/lynette-fire/;N;
2305;e7910549-a5ca-4712-bd04-349c49c1ba15;Tulloch Fire;By the intersection of Tulloch Road and Highway 108 in Jamestown, California.;37.838333;-120.625556;83;100%;;Tuolumne;2019-09-25 06:56:27;2019-09-23;CAL FIRE Tuolumne-Calaveras Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/23/tulloch-fire/;N;
2306;f24e0e23-63ee-4038-a04d-41fe70cac747;Cow Fire;at Whitmore Road and Cow Creek Ranch Road in Millville;40.612556;-122.039167;16;100%;;Shasta;2019-09-24 14:52:49;2019-09-24;CAL FIRE Shasta-Trinity Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/24/cow-fire/;N;
2307;94cd8534-defa-4a82-b1be-42a2704c13d2;Dehesa Fire ;Dehesa Road and Sloan Canyon Road;32.787656;-116.806941;200;100%;;San Diego;2019-10-02 16:03:51;2019-09-24;CAL FIRE/San Diego County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/9/24/dehesa-fire/;N;
2308;755df0b3-ad02-406b-af5d-738b67d8c755;Electra Fire;Electra Road and Highway 49, east of Jackson;38.332083;-120.67131;10;100%;;Amador;2019-09-25 17:41:10;2019-09-25;CAL FIRE Amador-El Dorado Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/25/electra-fire/;N;
2309;abdb011f-15d8-475b-b08e-4df583700411;Willow Fire;near 14000 block of Willow Rd, Northeast Lakeside ;32.87833333;-116.88;52;100%;;San Diego;2019-09-25 20:04:20;2019-09-25;Unified Command: CAL FIRE San Diego County Fire & Lakeside Fire Protection District ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/25/willow-fire/;N;
2310;178b2af3-340c-409d-80e6-21ac119969f0;Mare Fire;Off Tyler Road and Jennings Road, Southwest of Vallejo;38.07944444;-122.25611111;30;100%;;Solano;2019-10-03 10:02:17;2019-09-26;City of Vallejo Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/9/26/mare-fire/;N;
2311;b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c;Hwy Fire;Off of Hwy 99 and Hwy 149, Southeast of Chico;39.622137;-121.693472;300;100%;;Butte;2019-10-02 16:03:59;2019-09-28;CAL FIRE Butte/ Butte County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/9/28/hwy-fire/;N;
2312;48f89096-4641-42cc-8ec4-9cba635e79a1;Chaparral Fire;Chaparral Drive and Latrobe Road in Latrobe;38.538467;-120.965105;22;100%;;El Dorado;2019-09-30 09:21:49;2019-09-29;CAL FIRE Amador-El Dorado;Wildfire;https://www.fire.ca.gov/incidents/2019/9/29/chaparral-fire/;N;
2313;1e85b2a3-0d55-4c3a-9fbb-5208d615cccd;Warren Fire;Warren Rd & Old Mine Rd in Hemet;33.703546;-117.033598;19;100%;;Riverside;2019-09-30 09:09:09;2019-09-30;CAL FIRE / Riverside County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/9/30/warren-fire/;N;
2314;05b9432b-a5cf-4a8f-bf0e-9b95a04bbdde;Frame Fire;Hwy 198 x Frame Rd, east of Monterey County Line;36.154184;-120.634179;25;100%;;Fresno;2019-10-02 16:03:34;2019-09-30;CAL FIRE Fresno-Kings Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/30/frame-fire/;N;
2315;e2a0252b-2da9-4967-ba33-7abe3ced1efa;Ranch Fire;Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo;35.189783;-120.1755;52;100%;;San Luis Obispo;2019-10-24 14:14:58;2019-10-01;Los Padres National Forest ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/1/ranch-fire/;N;
2316;2e4017ba-5c18-4de6-8098-54b2a6caf5bd;Del Fire;Del Puerto Canyon Road east of Frank Raines Park west of Patterson;37.429506;-121.336465;18;100%;;Stanislaus;2019-10-04 10:39:31;2019-10-03;CAL FIRE Santa Clara Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/3/del-fire/;N;
2317;082bd2d3-457b-496b-a469-0d2550aac7ef;Elk Fire;Elk Creek;41.70611111;-123.4375;63;100%;;Glenn;2019-12-06 11:10:27;2019-10-04;CAL FIRE Tehama-Glenn Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/4/elk-fire/;N;
2318;1dd6f339-956d-4ec5-bac5-713ba3cd53d4;Wilson Fire;Highway 101 south of Sloan and Old Sherwood Road in Willits, California;39.613783;-123.458782;10;100%;;Mendocino;2019-10-04 18:39:04;2019-10-04;MEU;Wildfire;https://www.fire.ca.gov/incidents/2019/10/4/wilson-fire/;N;
2319;e7aeb204-15af-4a2a-8f2a-bfd2c8dbe411;Briceburg Fire;Highway 140 and Briceburg Bridge Road north of Midpines ;37.604638;-119.96606;5,563;100%;;Mariposa;2019-10-24 06:58:58;2019-10-06;CAL FIRE Madera Mariposa Merced Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/6/briceburg-fire/;N;
2320;74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d;American Fire;American Canyon and Highway 80, east of American Canyon;38.165873;-122.211671;526;100%;;Napa;2019-10-09 13:52:17;2019-10-06;Unified Command: CAL FIRE Sonoma-Lake-Napa Unit and American Canyon Fire Protection District;Wildfire;https://www.fire.ca.gov/incidents/2019/10/6/american-fire/;N;
2321;25e80e7d-5790-4192-9cf0-a190f36158f0;Point Fire ;Highway 152 and Dinosaur Point Rd ;37.066483;-121.219163;29;100%;;Santa Clara;2019-10-07 09:58:51;2019-10-07;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/7/point-fire/;N;
2322;a4bd4cbb-53de-47c8-972f-cca4c36aaf74;Dales Fire;Highway 36E east of Dales Station and Manton Road;40.314187;-122.070055;11;100%;;Tehama;2019-10-07 11:03:29;2019-10-07;CAL FIRE Tehama Glenn Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/7/dales-fire/;N;
2323;a87ab8be-3da9-4cb0-a72c-5125acc001ef;Little Fire;SR 84 and Little Valley Road in Sunol;37.606;-121.853;12;100%;;Alameda;2019-10-09 13:51:55;2019-10-08;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/8/little-fire/;N;
2324;207f72f7-1453-40dc-919e-3551f7041b22;Cross Fire;Indian Valley Road and Monterey County Line near Camp Robert's;35.79069;-120.73102;289;100%;;Monterey, San Luis Obispo;2019-10-11 07:38:50;2019-10-09;CAL FIRE San Benito-Monterey Unit and CAL FIRE San Luis Obispo Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/9/cross-fire/;N;
2325;18fe1e24-799d-4aa9-a7ec-fa8e331ae3e9;Corning Fire ;Inghram Road, South Corning;39.847708;-122.1604;68;100%;;Tehama;2019-10-09 12:39:56;2019-10-09;CAL FIRE Tehama-Glenn Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/9/corning-fire/;N;
2326;d6114db7-8a39-4b86-92a5-5c3dea1f348f;Inghram Fire;Inghram Road, South Corning;39.847708;-122.160416;10;100%;;Tehama;2019-10-09 09:52:52;2019-10-09;CAL FIRE Tehama-Glenn Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/9/inghram-fire/;N;
2327;19578ef2-6101-45b0-a82e-db3004c3a8a5;Merrill Fire;Merrill Circle N and Merrill Dr, Moraga;37.828267;-122.103867;40;100%;;Contra Costa;2019-10-12 14:00:58;2019-10-10;City of Moraga;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/merrill-fire/;N;
2328;6e93b252-99a3-4214-9921-238373b17535;Eagle Fire;Eagle Canyon Rd. and Cajalco Rd., southwest of Corona;33.827979;-117.499619;9;100%;;Riverside;2019-10-10 18:11:59;2019-10-10;CAL FIRE / Riverside County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/eagle-fire/;N;
2329;8739a46c-9d9b-464c-87d0-31738601d96f;Reche Fire;Reche Canyon Rd and Jordan Dr, Moreno Valley;33.975405;-117.207068;350;100%;;Riverside;2019-10-14 10:56:50;2019-10-10;CAL FIRE / Riverside County Fire ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/reche-fire/;N;
2330;7ff84b11-c3fb-4f5c-8a00-07243d4a4e33;Sandalwood Fire;Calimesa Boulevard and Sandalwood Drive;33.9925;-117.059167;1,011;100%;;Riverside;2019-11-01 15:14:13;2019-10-10;Unified Command: CAL FIRE/Riverside County Fire Department, City of Calimesa and City of Yucaipa;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/sandalwood-fire/;N;
2331;f20ba27e-4c6c-4ca9-a356-ef88c4f788bb;Plains Fire;Millville Plains Road and Sprig Road in Millville;40.4988;-122.19911;42;100%;;Shasta;2019-10-10 19:05:53;2019-10-10;CAL FIRE Shasta-Trinity Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/plains-fire/;N;
2332;d37acb3f-94c8-47ef-b3da-6eb0d7353aa7;Wolf Fire;Wolfskill Truck Road near Silver Creek Drive, south of Banning;33.8615;-116.897333;75;100%;;Riverside;2019-10-12 17:29:29;2019-10-10;CAL FIRE/Riverside County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/wolf-fire/;N;
2333;fd21c9dc-a89f-4a29-990b-33b95ae2adc9;Wendy Fire;Potrero Rd and S Wendy Dr, Newbury Park;34.156389;-118.950833;91;100%;;Ventura;2019-10-14 15:37:48;2019-10-10;Ventura County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/wendy-fire/;N;
2334;c52717d6-0297-4c5b-a0f1-f17abcd7ac27;Saddle Ridge Fire;Saddle Ridge Rd, Sylmar;34.32988;-118.48161;8,799;100%;;Los Angeles;2019-11-05 12:06:11;2019-10-10;Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/10/10/saddle-ridge-fire/;N;
2335;fd1bc30a-4377-45f6-ba2b-b4e1c7e65ee7;Bitter Fire;Highway 46 and Bitterwater Rd;35.709176;-120.312856;30;100%;;San Luis Obispo;2019-10-11 16:24:37;2019-10-11;CAL FIRE San Luis Obispo County;Wildfire;https://www.fire.ca.gov/incidents/2019/10/11/bitter-fire/;N;
2336;451c3012-2831-44c1-8fc7-146fd02d2ce0;Caples Fire;Northern ridge above Caples Creek north of Highway 88;38.724;-120.145;3,435;100%;;El Dorado;2019-11-01 14:16:21;2019-10-11;USFS El Dorado National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/10/11/caples-fire/;N;
2337;02e6023e-d306-4a67-a09c-b9224b98661e;Olivas Fire;Olivas Park Drive, near the Buenaventura Golf Course;34.23955;-119.20187;200;100%;;Ventura;2019-10-14 11:02:03;2019-10-11;Ventura County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/11/olivas-fire/;N;
2338;72c6a0db-a014-4cd9-9788-926707ef839c;Horse Fire;Shaffer Mountain, Northeast of Susanville in Lassen County;40.387772;-120.304341;55;100%;;Lassen;2019-10-16 13:53:19;2019-10-13;Bureau of Land Management - Northern California District;Wildfire;https://www.fire.ca.gov/incidents/2019/10/13/horse-fire/;N;
2339;8bf75401-999f-42bd-8c0a-8db508591545;Johnson Fire ;Johnson Street and Ave 82;33.45148;-116.05898;75;100%;;Riverside;2020-08-13 11:53:25;2019-10-14;Bureau of Indian Affairs;Wildfire;https://www.fire.ca.gov/incidents/2019/10/14/johnson-fire/;N;
2340;0baff961-3ce3-45ec-80f1-a72957f2f3f4;Nustar Fire;San Pablo Ave and Cummings Skyway, Crockett;38.045866;-122.245186;15;100%;;Contra Costa;2019-10-16 06:58:49;2019-10-15;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/15/nustar-fire/;N;
2341;2a516d14-36ce-43b0-b34c-7483759a9c84;Fairmont Fire;Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge;32.762706;-117.097441;10;100%;;San Diego;2019-10-16 13:51:19;2019-10-15;San Diego City Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/15/fairmont-fire/;N;
2342;baa2a51c-40bc-420c-9f88-db4783872d65;Real Fire;Calle Real & Hwy 101 west of El Capitan ;34.484722;-120.190833;420;100%;;Santa Barbara;2019-10-21 11:36:43;2019-10-17;Santa Barbara County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/10/17/real-fire/;N;
2343;df7805d1-682e-4a3d-b917-1bbab5e078ef;Grove Fire;Hwy 29 and Spruce Grove Road in Lake County;38.88913;-122.604425;25;100%;;Lake;2020-01-10 16:11:49;2019-10-17;CAL FIRE Sonoma-Lake-Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/17/grove-fire/;N;
2344;ff8701f0-a12a-4b40-baa9-b58c4e2e31f3;Mud Fire ;Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga;36.319291;-120.460189;137;100%;;Fresno;2019-10-19 15:22:29;2019-10-18;CAL FIRE Fresno-Kings Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/18/mud-fire/;N;
2345;6ad5dc4a-bd52-4cb4-9664-2ab606289d21;Beaumont Fire;Beaumont and San Timorese Canyon;34.033117;-117.21545;11;100%;;San Bernardino;2019-10-24 07:12:22;2019-10-21;CAL FIRE San Bernardino Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/21/beaumont-fire/;N;
2346;24eb323e-b97f-4087-886b-7efae8937bae;Palisades Fire;North Palisades Dr., Pacific Palisades;34.055768;-118.554091;42;100%;;Los Angeles;2019-11-05 14:16:11;2019-10-21;Los Angeles Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/21/palisades-fire/;N;
2347;7264a106-e0f4-41de-8fd0-3f9110431e28;Oak Fire;Near Basilone Road and Las Pulgas Road, near Camp Pendleton North;33.351145;-117.403719;;;;San Diego;2019-11-21 12:21:28;2019-10-22;Camp Pendleton Marine Corps Base;Wildfire;https://www.fire.ca.gov/incidents/2019/10/22/oak-fire/;N;
2348;809d101c-8aa3-4a53-bf20-f38ae7ec7941;Kincade Fire;John Kincade Road and Burned Mountain Road, northeast of Geyserville;38.792458;-122.780053;77,758;100%;;Sonoma;2020-03-03 15:35:35;2019-10-23;CAL FIRE Sonoma-Lake-Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/23/kincade-fire/;N;
2349;956f8cd5-f4fb-43d7-8a34-1bb5db551995;Old Water Fire;near Old Waterman Canyon Road and Hwy 18. ;34.183624;-117.274276;145;100%;;San Bernardino;2019-11-01 14:17:15;2019-10-24;San Bernardino County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/10/24/old-water-fire/;N;
2350;16b1921b-f753-4a36-85bc-d903555f0af4;Muir Fire;Highway 1 and Panoramic Hwy, Stinson Beach;37.896231;-122.636471;67;100%;;Marin;2019-11-21 12:21:41;2019-10-24;Marin County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/10/24/muir-fire/;N;
2351;6890469e-78d7-4dac-b162-6c23498fabcc;Nelson Fire ;Between Durham and Richvale;39.551423;-121.800538;80;100%;;Butte;2019-10-25 07:49:16;2019-10-24;CALFIRE/Butte County Fire ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/24/nelson-fire/;N;
2352;020310d3-7834-4f57-a125-eff0eb3f54e5;Tick Fire;Tick Canyon Rd and Summit Knoll Rd, Canyon Country;34.472778;-118.368056;4,615;100%;;Los Angeles;2019-10-31 07:39:12;2019-10-24;Los Angeles County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/24/tick-fire/;N;
2353;ab8109fd-e8eb-4690-9f5c-3a8c9c47ff48;Cabrillo Fire;Highway 1 and Gazos Creek Rd, south of Pescadero;37.166674;-122.361112;62;100%;;San Mateo;2019-10-27 12:11:20;2019-10-24;CAL FIRE San Mateo- Santa Cruz Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/24/cabrillo-fire/;N;
2354;87404846-bc30-41b8-82fe-31c9aedb9ef7;Mines Fire;Mines Rd and Del Valle Rd, southeast of Livermore;37.62782;-121.68598;35;100%;;Alameda;2019-10-27 14:00:06;2019-10-24;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/24/mines-fire/;N;
2355;a6701bb9-7086-4dbc-ac5f-8c98eeb0279a;Sawday Fire ;Sawday Truck Trail and Little Page Rd, Community of Witch Creek ;33.055124;-116.742508;97;100%;;San Diego;2019-10-29 19:04:38;2019-10-25;CALFIRE San Diego ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/25/sawday-fire/;N;
2356;7ff229e4-be94-4319-8916-19eb43753843;Miller Fire;Miller Lane and Cole Grade Lane, North of Valley Center ;33.259861;-117.027333;37;100%;;San Diego;2019-10-27 18:29:19;2019-10-25;CAL FIRE San Diego County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/10/25/miller-fire/;N;
2357;828b2492-fc44-4fc0-97fa-f0b439e6fa0d;Rawson Fire;Gyle Road and Long Dirt Road, Northwest of Corning;40.00171;-122.25421;605;100%;;Tehama;2022-10-21 13:47:05;2019-10-27;CAL FIRE Tehama-Glenn Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/27/rawson-fire/;N;
2358;d299dec7-b09f-47f7-80c9-859ddd1ecef3;Cypress Complex;East Cypress Rd and Bethel Island Road, Knightsen, CA  ;37.99136;-121.64118;200;100%;;Contra Costa;2019-10-28 16:26:20;2019-10-27; East Contra Costa County Fire Protection District;Wildfire;https://www.fire.ca.gov/incidents/2019/10/27/cypress-complex/;N;
2359;64104ca2-a187-4b11-bb43-e22253bbcb52;Sky Fire ;Commings Skyway and I-80, south of Crockett;38.03545;-122.2241;150;100%;;Contra Costa;2019-10-29 11:40:36;2019-10-27;Unified Command: CAL FIRE Santa Clara Unit, Crockett Fire and Contra Costa Fire. ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/27/sky-fire/;N;
2360;c9f9ded3-170f-4b04-a50e-2c03153c663f;Glencove Fire ;Glen Cove Pkwy and Lookout Dr, south of Vallejo;38.07205;-122.22463;140;100%;;Solano;2019-10-28 16:30:13;2019-10-27;Vallejo city fire;Wildfire;https://www.fire.ca.gov/incidents/2019/10/27/glencove-fire/;N;
2361;9cc1af36-29f2-4af5-afa7-23b9ce17630e;Burris Fire;Potter Valley Road and  Highway 20, east of Calpella in Mendocino County;39.22431;-123.12887;703;100%;;Mendocino;2019-11-03 18:54:27;2019-10-27;CAL FIRE Mendocino Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/10/27/burris-fire/;N;
2362;b36ed23e-a3de-4aff-bdbc-d6ebf8d8f077;Forest Fire;Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County;37.97911;-122.11092;50;100%;;Contra Costa;2019-10-28 16:28:20;2019-10-27;Contra Costa Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/27/forest-fire/;N;
2363;e693477a-37d2-4aba-9e73-a63421a2b3a6;Getty Fire ;East Sepulveda Blvd and I-405 near Los Angeles City ;34.098191;-118.478717;745;100%;;Los Angeles;2019-11-08 15:26:39;2019-10-28; Los Angeles Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/10/28/getty-fire/;N;
2364;00e6d6d5-f168-45fa-817a-f7758a5170b7;Easy Fire;West Easy Street and West Los Angeles Avenue, Simi Valley;34.282179;-118.803389;2,375;100%;;Ventura;2022-10-21 13:54:43;2019-10-30;Ventura County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/10/30/easy-fire/;N;
2365;8f23653c-1a4c-4609-bfb3-72b1665eab69;Hill Fire ;Granite Hill and Pyrite Street, in Jurupa Valley ;34.01778;-117.4625;628;100%;;Riverside;2022-10-21 13:55:18;2019-10-31;CAL FIRE Riverside County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/10/31/hill-fire/;N;
2366;e59fa47f-0f47-49a9-a2c5-092cfaf68ed5;46 Fire;5300 block of 46th Street, East Jurupa Valley ;33.985972;-117.414111;328;100%;;Riverside;2022-10-21 13:47:40;2019-10-31;CAL FIRE Riverside County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/10/31/46-fire/;N;
